GeneID	Symbol
ENSG00000188295	ZNF669
ENSG00000135747	ZNF670
ENSG00000277462	ZNF670
ENSG00000083814	ZNF671
ENSG00000197372	ZNF675
ENSG00000197928	ZNF677
ENSG00000197123	ZNF679
ENSG00000229809	ZNF688
ENSG00000156853	ZNF689
ENSG00000197472	ZNF695
ENSG00000147789	ZNF7
ENSG00000187792	ZNF70
ENSG00000196757	ZNF700
ENSG00000181135	ZNF707
ENSG00000182141	ZNF708
ENSG00000242852	ZNF709
ENSG00000196826	ZNF709
ENSG00000197951	ZNF71
ENSG00000147180	ZNF711
ENSG00000178665	ZNF713
ENSG00000160352	ZNF714
ENSG00000172687	ZNF738
ENSG00000185252	ZNF74
ENSG00000261459	ZNF747
ENSG00000169955	ZNF747
ENSG00000162086	ZNF75A
ENSG00000186376	ZNF75D
ENSG00000065029	ZNF76
ENSG00000169951	ZNF764
ENSG00000196417	ZNF765
ENSG00000196214	ZNF766
ENSG00000169957	ZNF768
ENSG00000175691	ZNF77
ENSG00000170100	ZNF778
ENSG00000197162	ZNF785
ENSG00000197362	ZNF786
ENSG00000196152	ZNF79
ENSG00000278129	ZNF8
ENSG00000174255	ZNF80
ENSG00000197779	ZNF81
ENSG00000197933	ZNF823
ENSG00000167766	ZNF83
ENSG00000198040	ZNF84
ENSG00000105750	ZNF85
ENSG00000106479	ZNF862
ENSG00000213988	ZNF90
ENSG00000167232	ZNF91
ENSG00000146757	ZNF92
ENSG00000184635	ZNF93
ENSG00000124201	ZNFX1
ENSG00000273611	ZNHIT3
ENSG00000066379	ZNRD1
ENSG00000132485	ZRANB2
ENSG00000152467	ZSCAN1
ENSG00000130182	ZSCAN10
ENSG00000158691	ZSCAN12
ENSG00000196812	ZSCAN16
ENSG00000121413	ZSCAN18
ENSG00000176371	ZSCAN2
ENSG00000166529	ZSCAN21
ENSG00000182318	ZSCAN22
ENSG00000187987	ZSCAN23
ENSG00000180532	ZSCAN4
ENSG00000131848	ZSCAN5A
ENSG00000132003	ZSWIM4
ENSG00000036549	ZZZ3
